Transaction,Date,Customer,Item_Code,Brand,Qty,Unit_Price,Total_Price,Stock_Remaining
sales,04-Jan-23,C3,A6,Medimix,10,10,100,822
sales,04-Jan-23,C4,A1,Hamam,8,10,80,823
sales,04-Jan-23,C4,A2,LUX,9,10,90,825
sales,04-Jan-23,C4,A3,Park Avenue,5,10,50,820
sales,04-Jan-23,C4,A4,Cinthol,4,10,40,807
sales,04-Jan-23,C4,A5,Dove,2,10,20,827
sales,04-Jan-23,C4,A6,Medimix,10,10,100,812
sales,04-Jan-23,C5,A1,Hamam,8,10,80,815
sales,04-Jan-23,C5,A2,LUX,10,10,100,815
sales,04-Jan-23,C5,A3,Park Avenue,5,10,50,815
sales,04-Jan-23,C5,A4,Cinthol,2,10,20,805
sales,04-Jan-23,C5,A5,Dove,9,10,90,818
sales,04-Jan-23,C5,A6,Medimix,10,10,100,802
sales,04-Jan-23,C6,A1,Hamam,6,10,60,809
sales,04-Jan-23,C6,A2,LUX,6,10,60,809
sales,04-Jan-23,C6,A3,Park Avenue,3,10,30,812
sales,04-Jan-23,C6,A4,Cinthol,4,10,40,801
sales,04-Jan-23,C6,A5,Dove,9,10,90,809
sales,04-Jan-23,C6,A6,Medimix,2,10,20,800
sales,04-Jan-23,C7,A1,Hamam,8,10,80,801
sales,04-Jan-23,C7,A2,LUX,9,10,90,800
sales,04-Jan-23,C7,A3,Park Avenue,10,10,100,802
sales,04-Jan-23,C7,A4,Cinthol,2,10,20,799
sales,04-Jan-23,C7,A5,Dove,3,10,30,806
sales,04-Jan-23,C7,A6,Medimix,6,10,60,794
sales,04-Jan-23,C8,A1,Hamam,3,10,30,798
sales,04-Jan-23,C8,A2,LUX,7,10,70,793
sales,04-Jan-23,C8,A3,Park Avenue,6,10,60,796
sales,04-Jan-23,C8,A4,Cinthol,7,10,70,792
sales,04-Jan-23,C8,A5,Dove,7,10,70,799
sales,04-Jan-23,C8,A6,Medimix,5,10,50,789
sales,04-Jan-23,C9,A1,Hamam,8,10,80,790
sales,04-Jan-23,C9,A2,LUX,9,10,90,784
sales,04-Jan-23,C9,A3,Park Avenue,9,10,90,787
sales,04-Jan-23,C9,A4,Cinthol,4,10,40,788
sales,04-Jan-23,C9,A5,Dove,4,10,40,795
sales,04-Jan-23,C9,A6,Medimix,7,10,70,782
sales,05-Jan-23,C1,A1,Hamam,3,10,30,787
sales,05-Jan-23,C1,A2,LUX,6,10,60,778
sales,05-Jan-23,C1,A3,Park Avenue,4,10,40,783
sales,05-Jan-23,C1,A4,Cinthol,8,10,80,780
sales,05-Jan-23,C1,A5,Dove,8,10,80,787
sales,05-Jan-23,C1,A6,Medimix,5,10,50,777
sales,05-Jan-23,C2,A1,Hamam,10,10,100,777
sales,05-Jan-23,C2,A2,LUX,4,10,40,774
sales,05-Jan-23,C2,A3,Park Avenue,9,10,90,774
sales,05-Jan-23,C2,A4,Cinthol,8,10,80,772
sales,05-Jan-23,C2,A5,Dove,4,10,40,783
sales,05-Jan-23,C2,A6,Medimix,1,10,10,776
sales,05-Jan-23,C3,A1,Hamam,6,10,60,771
sales,05-Jan-23,C3,A2,LUX,7,10,70,767
sales,05-Jan-23,C3,A3,Park Avenue,4,10,40,770
sales,05-Jan-23,C3,A4,Cinthol,7,10,70,765
sales,05-Jan-23,C3,A5,Dove,3,10,30,780
sales,05-Jan-23,C3,A6,Medimix,8,10,80,768
sales,05-Jan-23,C4,A1,Hamam,4,10,40,767
sales,05-Jan-23,C4,A2,LUX,6,10,60,761
sales,05-Jan-23,C4,A3,Park Avenue,5,10,50,765
sales,05-Jan-23,C4,A4,Cinthol,5,10,50,760
sales,05-Jan-23,C4,A5,Dove,2,10,20,778
sales,05-Jan-23,C4,A6,Medimix,5,10,50,763
sales,05-Jan-23,C5,A1,Hamam,4,10,40,763
sales,05-Jan-23,C5,A2,LUX,1,10,10,760
sales,05-Jan-23,C5,A3,Park Avenue,1,10,10,764
sales,05-Jan-23,C5,A4,Cinthol,3,10,30,757
sales,05-Jan-23,C5,A5,Dove,10,10,100,768
sales,05-Jan-23,C5,A6,Medimix,2,10,20,761
sales,05-Jan-23,C6,A1,Hamam,2,10,20,761
sales,05-Jan-23,C6,A2,LUX,4,10,40,756
sales,05-Jan-23,C6,A3,Park Avenue,2,10,20,762
sales,05-Jan-23,C6,A4,Cinthol,6,10,60,751
sales,05-Jan-23,C6,A5,Dove,9,10,90,759
sales,05-Jan-23,C6,A6,Medimix,8,10,80,753
sales,05-Jan-23,C7,A1,Hamam,3,10,30,758
sales,05-Jan-23,C7,A2,LUX,9,10,90,747
sales,05-Jan-23,C7,A3,Park Avenue,2,10,20,760
sales,05-Jan-23,C7,A4,Cinthol,8,10,80,743
sales,05-Jan-23,C7,A5,Dove,2,10,20,757
sales,05-Jan-23,C7,A6,Medimix,2,10,20,751
sales,05-Jan-23,C8,A1,Hamam,2,10,20,756
sales,05-Jan-23,C8,A2,LUX,7,10,70,740
sales,05-Jan-23,C8,A3,Park Avenue,9,10,90,751
sales,05-Jan-23,C8,A4,Cinthol,2,10,20,741
sales,05-Jan-23,C8,A5,Dove,1,10,10,756
sales,05-Jan-23,C8,A6,Medimix,4,10,40,747
sales,05-Jan-23,C9,A1,Hamam,2,10,20,754
sales,05-Jan-23,C9,A2,LUX,2,10,20,738
sales,05-Jan-23,C9,A3,Park Avenue,5,10,50,746
sales,05-Jan-23,C9,A4,Cinthol,9,10,90,732
sales,05-Jan-23,C9,A5,Dove,1,10,10,755
sales,05-Jan-23,C9,A6,Medimix,8,10,80,739
sales,06-Jan-23,C1,A1,Hamam,5,10,50,749
sales,06-Jan-23,C1,A2,LUX,4,10,40,734
sales,06-Jan-23,C1,A3,Park Avenue,6,10,60,740
sales,06-Jan-23,C1,A4,Cinthol,9,10,90,723
sales,06-Jan-23,C1,A5,Dove,5,10,50,750
sales,06-Jan-23,C1,A6,Medimix,8,10,80,731
sales,06-Jan-23,C2,A1,Hamam,9,10,90,740
sales,06-Jan-23,C2,A2,LUX,7,10,70,727
sales,06-Jan-23,C2,A3,Park Avenue,3,10,30,737
sales,06-Jan-23,C2,A4,Cinthol,7,10,70,716
sales,06-Jan-23,C2,A5,Dove,5,10,50,745
sales,06-Jan-23,C2,A6,Medimix,3,10,30,728
sales,06-Jan-23,C3,A1,Hamam,8,10,80,732
sales,06-Jan-23,C3,A2,LUX,1,10,10,726
sales,06-Jan-23,C3,A3,Park Avenue,2,10,20,735
sales,06-Jan-23,C3,A4,Cinthol,3,10,30,713
sales,06-Jan-23,C3,A5,Dove,9,10,90,736
sales,06-Jan-23,C3,A6,Medimix,1,10,10,727
sales,06-Jan-23,C4,A1,Hamam,5,10,50,727
sales,06-Jan-23,C4,A2,LUX,4,10,40,722
sales,06-Jan-23,C4,A3,Park Avenue,3,10,30,732
sales,06-Jan-23,C4,A4,Cinthol,2,10,20,711
sales,06-Jan-23,C4,A5,Dove,9,10,90,727
sales,06-Jan-23,C4,A6,Medimix,6,10,60,721
sales,06-Jan-23,C5,A1,Hamam,9,10,90,718
sales,06-Jan-23,C5,A2,LUX,10,10,100,712
sales,06-Jan-23,C5,A3,Park Avenue,1,10,10,731
sales,06-Jan-23,C5,A4,Cinthol,8,10,80,703
sales,06-Jan-23,C5,A5,Dove,7,10,70,720
sales,06-Jan-23,C5,A6,Medimix,10,10,100,711
sales,06-Jan-23,C6,A1,Hamam,3,10,30,715
sales,06-Jan-23,C6,A2,LUX,8,10,80,704
sales,06-Jan-23,C6,A3,Park Avenue,6,10,60,725
sales,06-Jan-23,C6,A4,Cinthol,8,10,80,695
sales,06-Jan-23,C6,A5,Dove,4,10,40,716
sales,06-Jan-23,C6,A6,Medimix,5,10,50,706
sales,06-Jan-23,C7,A1,Hamam,8,10,80,707
sales,06-Jan-23,C7,A2,LUX,9,10,90,695
sales,06-Jan-23,C7,A3,Park Avenue,9,10,90,716
sales,06-Jan-23,C7,A4,Cinthol,7,10,70,688
sales,06-Jan-23,C7,A5,Dove,9,10,90,707
sales,06-Jan-23,C7,A6,Medimix,9,10,90,697
sales,06-Jan-23,C8,A1,Hamam,7,10,70,700
sales,06-Jan-23,C8,A2,LUX,3,10,30,692
sales,06-Jan-23,C8,A3,Park Avenue,10,10,100,706
sales,06-Jan-23,C8,A4,Cinthol,3,10,30,685
sales,06-Jan-23,C8,A5,Dove,3,10,30,704
sales,06-Jan-23,C8,A6,Medimix,1,10,10,696
sales,06-Jan-23,C9,A1,Hamam,8,10,80,692
sales,06-Jan-23,C9,A2,LUX,3,10,30,689
sales,06-Jan-23,C9,A3,Park Avenue,10,10,100,696
sales,06-Jan-23,C9,A4,Cinthol,2,10,20,683
sales,06-Jan-23,C9,A5,Dove,7,10,70,697
sales,06-Jan-23,C9,A6,Medimix,4,10,40,692
sales,07-Jan-23,C1,A1,Hamam,10,10,100,682
sales,07-Jan-23,C1,A2,LUX,6,10,60,683
sales,07-Jan-23,C1,A3,Park Avenue,5,10,50,691
sales,07-Jan-23,C1,A4,Cinthol,8,10,80,675
sales,07-Jan-23,C1,A5,Dove,1,10,10,696
sales,07-Jan-23,C1,A6,Medimix,5,10,50,687
sales,07-Jan-23,C2,A1,Hamam,7,10,70,675
sales,07-Jan-23,C2,A2,LUX,3,10,30,680
sales,07-Jan-23,C2,A3,Park Avenue,2,10,20,689
sales,07-Jan-23,C2,A4,Cinthol,10,10,100,665
sales,07-Jan-23,C2,A5,Dove,7,10,70,689
sales,07-Jan-23,C2,A6,Medimix,7,10,70,680
sales,07-Jan-23,C3,A1,Hamam,8,10,80,667
sales,07-Jan-23,C3,A2,LUX,7,10,70,673
sales,07-Jan-23,C3,A3,Park Avenue,10,10,100,679
sales,07-Jan-23,C3,A4,Cinthol,6,10,60,659
sales,07-Jan-23,C3,A5,Dove,2,10,20,687
sales,07-Jan-23,C3,A6,Medimix,9,10,90,671
sales,07-Jan-23,C4,A1,Hamam,2,10,20,665
sales,07-Jan-23,C4,A2,LUX,1,10,10,672
sales,07-Jan-23,C4,A3,Park Avenue,2,10,20,677
sales,07-Jan-23,C4,A4,Cinthol,10,10,100,649
sales,07-Jan-23,C4,A5,Dove,2,10,20,685
sales,07-Jan-23,C4,A6,Medimix,1,10,10,670
sales,07-Jan-23,C5,A1,Hamam,7,10,70,658
sales,07-Jan-23,C5,A2,LUX,3,10,30,669
sales,07-Jan-23,C5,A3,Park Avenue,2,10,20,675
sales,07-Jan-23,C5,A4,Cinthol,6,10,60,643
sales,07-Jan-23,C5,A5,Dove,2,10,20,683
sales,07-Jan-23,C5,A6,Medimix,4,10,40,666
sales,07-Jan-23,C6,A1,Hamam,10,10,100,648
sales,07-Jan-23,C6,A2,LUX,2,10,20,667
sales,07-Jan-23,C6,A3,Park Avenue,7,10,70,668
sales,07-Jan-23,C6,A4,Cinthol,7,10,70,636
sales,07-Jan-23,C6,A5,Dove,1,10,10,682
sales,07-Jan-23,C6,A6,Medimix,7,10,70,659
sales,07-Jan-23,C7,A1,Hamam,6,10,60,642
sales,07-Jan-23,C7,A2,LUX,10,10,100,657
sales,07-Jan-23,C7,A3,Park Avenue,6,10,60,662
sales,07-Jan-23,C7,A4,Cinthol,10,10,100,626
sales,07-Jan-23,C7,A5,Dove,5,10,50,677
sales,07-Jan-23,C7,A6,Medimix,8,10,80,651
sales,07-Jan-23,C8,A1,Hamam,4,10,40,638
sales,07-Jan-23,C8,A2,LUX,8,10,80,649
sales,07-Jan-23,C8,A3,Park Avenue,3,10,30,659
sales,07-Jan-23,C8,A4,Cinthol,5,10,50,621
sales,07-Jan-23,C8,A5,Dove,5,10,50,672
sales,07-Jan-23,C8,A6,Medimix,1,10,10,650
sales,07-Jan-23,C9,A1,Hamam,2,10,20,636
sales,07-Jan-23,C9,A2,LUX,8,10,80,641
sales,07-Jan-23,C9,A3,Park Avenue,4,10,40,655
sales,07-Jan-23,C9,A4,Cinthol,10,10,100,611
sales,07-Jan-23,C9,A5,Dove,1,10,10,671
sales,07-Jan-23,C9,A6,Medimix,6,10,60,644
sales,08-Jan-23,C1,A1,Hamam,6,10,60,630
sales,08-Jan-23,C1,A2,LUX,4,10,40,637
sales,08-Jan-23,C1,A3,Park Avenue,5,10,50,650
sales,08-Jan-23,C1,A4,Cinthol,9,10,90,602
sales,08-Jan-23,C1,A5,Dove,1,10,10,670
sales,08-Jan-23,C1,A6,Medimix,9,10,90,635
sales,08-Jan-23,C2,A1,Hamam,8,10,80,622
sales,08-Jan-23,C2,A2,LUX,8,10,80,629
sales,08-Jan-23,C2,A3,Park Avenue,9,10,90,641
sales,08-Jan-23,C2,A4,Cinthol,3,10,30,599
sales,08-Jan-23,C2,A5,Dove,3,10,30,667
sales,08-Jan-23,C2,A6,Medimix,8,10,80,627
sales,08-Jan-23,C3,A1,Hamam,9,10,90,613
sales,08-Jan-23,C3,A2,LUX,4,10,40,625
sales,08-Jan-23,C3,A3,Park Avenue,10,10,100,631
sales,08-Jan-23,C3,A4,Cinthol,7,10,70,592
sales,08-Jan-23,C3,A5,Dove,1,10,10,666
sales,08-Jan-23,C3,A6,Medimix,1,10,10,626
sales,08-Jan-23,C4,A1,Hamam,6,10,60,607
sales,08-Jan-23,C4,A2,LUX,3,10,30,622
sales,08-Jan-23,C4,A3,Park Avenue,7,10,70,624
sales,08-Jan-23,C4,A4,Cinthol,1,10,10,591
sales,08-Jan-23,C4,A5,Dove,6,10,60,660
sales,08-Jan-23,C4,A6,Medimix,1,10,10,625
sales,08-Jan-23,C5,A1,Hamam,9,10,90,598
sales,08-Jan-23,C5,A2,LUX,5,10,50,617
sales,08-Jan-23,C5,A3,Park Avenue,7,10,70,617
sales,08-Jan-23,C5,A4,Cinthol,10,10,100,581
sales,08-Jan-23,C5,A5,Dove,5,10,50,655
sales,08-Jan-23,C5,A6,Medimix,8,10,80,617
sales,08-Jan-23,C6,A1,Hamam,1,10,10,597
sales,08-Jan-23,C6,A2,LUX,5,10,50,612
sales,08-Jan-23,C6,A3,Park Avenue,3,10,30,614
sales,08-Jan-23,C6,A4,Cinthol,4,10,40,577
sales,08-Jan-23,C6,A5,Dove,2,10,20,653
sales,08-Jan-23,C6,A6,Medimix,4,10,40,613
sales,08-Jan-23,C7,A1,Hamam,5,10,50,592
sales,08-Jan-23,C7,A2,LUX,6,10,60,606
sales,08-Jan-23,C7,A3,Park Avenue,10,10,100,604
sales,08-Jan-23,C7,A4,Cinthol,7,10,70,570
sales,08-Jan-23,C7,A5,Dove,1,10,10,652
sales,08-Jan-23,C7,A6,Medimix,9,10,90,604
sales,08-Jan-23,C8,A1,Hamam,2,10,20,590
sales,08-Jan-23,C8,A2,LUX,10,10,100,596
sales,08-Jan-23,C8,A3,Park Avenue,3,10,30,601
sales,08-Jan-23,C8,A4,Cinthol,10,10,100,560
sales,08-Jan-23,C8,A5,Dove,1,10,10,651
sales,08-Jan-23,C8,A6,Medimix,5,10,50,599
sales,08-Jan-23,C9,A1,Hamam,3,10,30,587
sales,08-Jan-23,C9,A2,LUX,1,10,10,595
sales,08-Jan-23,C9,A3,Park Avenue,3,10,30,598
sales,08-Jan-23,C9,A4,Cinthol,8,10,80,552
sales,08-Jan-23,C9,A5,Dove,3,10,30,648
sales,08-Jan-23,C9,A6,Medimix,2,10,20,597
sales,09-Jan-23,C1,A1,Hamam,10,10,100,577
sales,09-Jan-23,C1,A2,LUX,1,10,10,594
sales,09-Jan-23,C1,A3,Park Avenue,6,10,60,592
sales,09-Jan-23,C1,A4,Cinthol,8,10,80,544
sales,09-Jan-23,C1,A5,Dove,4,10,40,644
sales,09-Jan-23,C1,A6,Medimix,2,10,20,595
sales,09-Jan-23,C2,A1,Hamam,9,10,90,568
sales,09-Jan-23,C2,A2,LUX,3,10,30,591
sales,09-Jan-23,C2,A3,Park Avenue,3,10,30,589
sales,09-Jan-23,C2,A4,Cinthol,2,10,20,542
sales,09-Jan-23,C2,A5,Dove,1,10,10,643
sales,09-Jan-23,C2,A6,Medimix,10,10,100,585
sales,09-Jan-23,C3,A1,Hamam,8,10,80,560
sales,09-Jan-23,C3,A2,LUX,4,10,40,587
sales,09-Jan-23,C3,A3,Park Avenue,1,10,10,588
sales,09-Jan-23,C3,A4,Cinthol,8,10,80,534
sales,09-Jan-23,C3,A5,Dove,2,10,20,641
sales,09-Jan-23,C3,A6,Medimix,6,10,60,579
sales,09-Jan-23,C4,A1,Hamam,5,10,50,555
sales,09-Jan-23,C4,A2,LUX,1,10,10,586
sales,09-Jan-23,C4,A3,Park Avenue,6,10,60,582
sales,09-Jan-23,C4,A4,Cinthol,6,10,60,528
sales,09-Jan-23,C4,A5,Dove,9,10,90,632
sales,09-Jan-23,C4,A6,Medimix,2,10,20,577
sales,09-Jan-23,C5,A1,Hamam,1,10,10,554
sales,09-Jan-23,C5,A2,LUX,5,10,50,581
sales,09-Jan-23,C5,A3,Park Avenue,1,10,10,581
sales,09-Jan-23,C5,A4,Cinthol,7,10,70,521
