Transaction,Date,Customer,Item_Code,Brand,Qty,Unit_Price,Total_Price,Stock_Remaining
sales,02-Jan-23,C3,A4,Cinthol,2,10,20,1922
sales,02-Jan-23,C3,A5,Dove,1,10,10,1939
sales,02-Jan-23,C3,A6,Medimix,7,10,70,1946
sales,02-Jan-23,C4,A1,Hamam,8,10,80,1928
sales,02-Jan-23,C4,A2,LUX,8,10,80,1923
sales,02-Jan-23,C4,A3,Park Avenue,4,10,40,1923
sales,02-Jan-23,C4,A4,Cinthol,2,10,20,1920
sales,02-Jan-23,C4,A5,Dove,2,10,20,1937
sales,02-Jan-23,C4,A6,Medimix,8,10,80,1938
sales,02-Jan-23,C5,A1,Hamam,2,10,20,1926
sales,02-Jan-23,C5,A2,LUX,9,10,90,1914
sales,02-Jan-23,C5,A3,Park Avenue,2,10,20,1921
sales,02-Jan-23,C5,A4,Cinthol,3,10,30,1917
sales,02-Jan-23,C5,A5,Dove,1,10,10,1936
sales,02-Jan-23,C5,A6,Medimix,10,10,100,1928
sales,02-Jan-23,C6,A1,Hamam,2,10,20,1924
sales,02-Jan-23,C6,A2,LUX,3,10,30,1911
sales,02-Jan-23,C6,A3,Park Avenue,6,10,60,1915
sales,02-Jan-23,C6,A4,Cinthol,8,10,80,1909
sales,02-Jan-23,C6,A5,Dove,3,10,30,1933
sales,02-Jan-23,C6,A6,Medimix,7,10,70,1921
sales,02-Jan-23,C7,A1,Hamam,4,10,40,1920
sales,02-Jan-23,C7,A2,LUX,1,10,10,1910
sales,02-Jan-23,C7,A3,Park Avenue,3,10,30,1912
sales,02-Jan-23,C7,A4,Cinthol,8,10,80,1901
sales,02-Jan-23,C7,A5,Dove,8,10,80,1925
sales,02-Jan-23,C7,A6,Medimix,2,10,20,1919
sales,02-Jan-23,C8,A1,Hamam,5,10,50,1915
sales,02-Jan-23,C8,A2,LUX,1,10,10,1909
sales,02-Jan-23,C8,A3,Park Avenue,10,10,100,1902
sales,02-Jan-23,C8,A4,Cinthol,6,10,60,1895
sales,02-Jan-23,C8,A5,Dove,3,10,30,1922
sales,02-Jan-23,C8,A6,Medimix,4,10,40,1915
sales,02-Jan-23,C9,A1,Hamam,6,10,60,1909
sales,02-Jan-23,C9,A2,LUX,10,10,100,1899
sales,02-Jan-23,C9,A3,Park Avenue,5,10,50,1897
sales,02-Jan-23,C9,A4,Cinthol,4,10,40,1891
sales,02-Jan-23,C9,A5,Dove,4,10,40,1918
sales,02-Jan-23,C9,A6,Medimix,2,10,20,1913
sales,03-Jan-23,C1,A1,Hamam,9,10,90,1900
sales,03-Jan-23,C1,A2,LUX,4,10,40,1895
sales,03-Jan-23,C1,A3,Park Avenue,6,10,60,1891
sales,03-Jan-23,C1,A4,Cinthol,1,10,10,1890
sales,03-Jan-23,C1,A5,Dove,2,10,20,1916
sales,03-Jan-23,C1,A6,Medimix,10,10,100,1903
sales,03-Jan-23,C2,A1,Hamam,2,10,20,1898
sales,03-Jan-23,C2,A2,LUX,4,10,40,1891
sales,03-Jan-23,C2,A3,Park Avenue,3,10,30,1888
sales,03-Jan-23,C2,A4,Cinthol,4,10,40,1886
sales,03-Jan-23,C2,A5,Dove,2,10,20,1914
sales,03-Jan-23,C2,A6,Medimix,3,10,30,1900
sales,03-Jan-23,C3,A1,Hamam,1,10,10,1897
sales,03-Jan-23,C3,A2,LUX,5,10,50,1886
sales,03-Jan-23,C3,A3,Park Avenue,6,10,60,1882
sales,03-Jan-23,C3,A4,Cinthol,4,10,40,1882
sales,03-Jan-23,C3,A5,Dove,3,10,30,1911
sales,03-Jan-23,C3,A6,Medimix,2,10,20,1898
sales,03-Jan-23,C4,A1,Hamam,9,10,90,1888
sales,03-Jan-23,C4,A2,LUX,1,10,10,1885
sales,03-Jan-23,C4,A3,Park Avenue,10,10,100,1872
sales,03-Jan-23,C4,A4,Cinthol,4,10,40,1878
sales,03-Jan-23,C4,A5,Dove,1,10,10,1910
sales,03-Jan-23,C4,A6,Medimix,1,10,10,1897
sales,03-Jan-23,C5,A1,Hamam,4,10,40,1884
sales,03-Jan-23,C5,A2,LUX,9,10,90,1876
sales,03-Jan-23,C5,A3,Park Avenue,8,10,80,1864
sales,03-Jan-23,C5,A4,Cinthol,8,10,80,1870
sales,03-Jan-23,C5,A5,Dove,7,10,70,1903
sales,03-Jan-23,C5,A6,Medimix,2,10,20,1895
sales,03-Jan-23,C6,A1,Hamam,6,10,60,1878
sales,03-Jan-23,C6,A2,LUX,2,10,20,1874
sales,03-Jan-23,C6,A3,Park Avenue,8,10,80,1856
sales,03-Jan-23,C6,A4,Cinthol,3,10,30,1867
sales,03-Jan-23,C6,A5,Dove,3,10,30,1900
sales,03-Jan-23,C6,A6,Medimix,1,10,10,1894
sales,03-Jan-23,C7,A1,Hamam,4,10,40,1874
sales,03-Jan-23,C7,A2,LUX,6,10,60,1868
sales,03-Jan-23,C7,A3,Park Avenue,5,10,50,1851
sales,03-Jan-23,C7,A4,Cinthol,10,10,100,1857
sales,03-Jan-23,C7,A5,Dove,2,10,20,1898
sales,03-Jan-23,C7,A6,Medimix,6,10,60,1888
sales,03-Jan-23,C8,A1,Hamam,2,10,20,1872
sales,03-Jan-23,C8,A2,LUX,4,10,40,1864
sales,03-Jan-23,C8,A3,Park Avenue,1,10,10,1850
sales,03-Jan-23,C8,A4,Cinthol,8,10,80,1849
sales,03-Jan-23,C8,A5,Dove,2,10,20,1896
sales,03-Jan-23,C8,A6,Medimix,6,10,60,1882
sales,03-Jan-23,C9,A1,Hamam,4,10,40,1868
sales,03-Jan-23,C9,A2,LUX,1,10,10,1863
sales,03-Jan-23,C9,A3,Park Avenue,1,10,10,1849
sales,03-Jan-23,C9,A4,Cinthol,6,10,60,1843
sales,03-Jan-23,C9,A5,Dove,5,10,50,1891
sales,03-Jan-23,C9,A6,Medimix,8,10,80,1874
sales,04-Jan-23,C1,A1,Hamam,9,10,90,1859
sales,04-Jan-23,C1,A2,LUX,9,10,90,1854
sales,04-Jan-23,C1,A3,Park Avenue,6,10,60,1843
sales,04-Jan-23,C1,A4,Cinthol,2,10,20,1841
sales,04-Jan-23,C1,A5,Dove,10,10,100,1881
sales,04-Jan-23,C1,A6,Medimix,2,10,20,1872
sales,04-Jan-23,C2,A1,Hamam,4,10,40,1855
sales,04-Jan-23,C2,A2,LUX,5,10,50,1849
sales,04-Jan-23,C2,A3,Park Avenue,4,10,40,1839
sales,04-Jan-23,C2,A4,Cinthol,8,10,80,1833
sales,04-Jan-23,C2,A5,Dove,6,10,60,1875
sales,04-Jan-23,C2,A6,Medimix,9,10,90,1863
sales,04-Jan-23,C3,A1,Hamam,6,10,60,1849
sales,04-Jan-23,C3,A2,LUX,4,10,40,1845
sales,04-Jan-23,C3,A3,Park Avenue,8,10,80,1831
sales,04-Jan-23,C3,A4,Cinthol,9,10,90,1824
sales,04-Jan-23,C3,A5,Dove,1,10,10,1874
sales,04-Jan-23,C3,A6,Medimix,7,10,70,1856
sales,04-Jan-23,C4,A1,Hamam,8,10,80,1841
sales,04-Jan-23,C4,A2,LUX,10,10,100,1835
sales,04-Jan-23,C4,A3,Park Avenue,6,10,60,1825
sales,04-Jan-23,C4,A4,Cinthol,3,10,30,1821
sales,04-Jan-23,C4,A5,Dove,10,10,100,1864
sales,04-Jan-23,C4,A6,Medimix,8,10,80,1848
sales,04-Jan-23,C5,A1,Hamam,4,10,40,1837
sales,04-Jan-23,C5,A2,LUX,10,10,100,1825
sales,04-Jan-23,C5,A3,Park Avenue,4,10,40,1821
sales,04-Jan-23,C5,A4,Cinthol,1,10,10,1820
sales,04-Jan-23,C5,A5,Dove,7,10,70,1857
sales,04-Jan-23,C5,A6,Medimix,9,10,90,1839
sales,04-Jan-23,C6,A1,Hamam,7,10,70,1830
sales,04-Jan-23,C6,A2,LUX,2,10,20,1823
sales,04-Jan-23,C6,A3,Park Avenue,5,10,50,1816
sales,04-Jan-23,C6,A4,Cinthol,5,10,50,1815
sales,04-Jan-23,C6,A5,Dove,2,10,20,1855
sales,04-Jan-23,C6,A6,Medimix,9,10,90,1830
sales,04-Jan-23,C7,A1,Hamam,10,10,100,1820
sales,04-Jan-23,C7,A2,LUX,5,10,50,1818
sales,04-Jan-23,C7,A3,Park Avenue,10,10,100,1806
sales,04-Jan-23,C7,A4,Cinthol,3,10,30,1812
sales,04-Jan-23,C7,A5,Dove,5,10,50,1850
sales,04-Jan-23,C7,A6,Medimix,2,10,20,1828
sales,04-Jan-23,C8,A1,Hamam,6,10,60,1814
sales,04-Jan-23,C8,A2,LUX,6,10,60,1812
sales,04-Jan-23,C8,A3,Park Avenue,9,10,90,1797
sales,04-Jan-23,C8,A4,Cinthol,7,10,70,1805
sales,04-Jan-23,C8,A5,Dove,5,10,50,1845
sales,04-Jan-23,C8,A6,Medimix,8,10,80,1820
sales,04-Jan-23,C9,A1,Hamam,3,10,30,1811
sales,04-Jan-23,C9,A2,LUX,6,10,60,1806
sales,04-Jan-23,C9,A3,Park Avenue,7,10,70,1790
sales,04-Jan-23,C9,A4,Cinthol,2,10,20,1803
sales,04-Jan-23,C9,A5,Dove,3,10,30,1842
sales,04-Jan-23,C9,A6,Medimix,5,10,50,1815
sales,05-Jan-23,C1,A1,Hamam,10,10,100,1801
sales,05-Jan-23,C1,A2,LUX,7,10,70,1799
sales,05-Jan-23,C1,A3,Park Avenue,3,10,30,1787
sales,05-Jan-23,C1,A4,Cinthol,1,10,10,1802
sales,05-Jan-23,C1,A5,Dove,9,10,90,1833
sales,05-Jan-23,C1,A6,Medimix,8,10,80,1807
sales,05-Jan-23,C2,A1,Hamam,3,10,30,1798
sales,05-Jan-23,C2,A2,LUX,6,10,60,1793
sales,05-Jan-23,C2,A3,Park Avenue,2,10,20,1785
sales,05-Jan-23,C2,A4,Cinthol,5,10,50,1797
sales,05-Jan-23,C2,A5,Dove,5,10,50,1828
sales,05-Jan-23,C2,A6,Medimix,6,10,60,1801
sales,05-Jan-23,C3,A1,Hamam,1,10,10,1797
sales,05-Jan-23,C3,A2,LUX,9,10,90,1784
sales,05-Jan-23,C3,A3,Park Avenue,3,10,30,1782
sales,05-Jan-23,C3,A4,Cinthol,2,10,20,1795
sales,05-Jan-23,C3,A5,Dove,7,10,70,1821
sales,05-Jan-23,C3,A6,Medimix,1,10,10,1800
sales,05-Jan-23,C4,A1,Hamam,10,10,100,1787
sales,05-Jan-23,C4,A2,LUX,7,10,70,1777
sales,05-Jan-23,C4,A3,Park Avenue,3,10,30,1779
sales,05-Jan-23,C4,A4,Cinthol,5,10,50,1790
sales,05-Jan-23,C4,A5,Dove,9,10,90,1812
sales,05-Jan-23,C4,A6,Medimix,5,10,50,1795
sales,05-Jan-23,C5,A1,Hamam,7,10,70,1780
sales,05-Jan-23,C5,A2,LUX,3,10,30,1774
sales,05-Jan-23,C5,A3,Park Avenue,4,10,40,1775
sales,05-Jan-23,C5,A4,Cinthol,7,10,70,1783
sales,05-Jan-23,C5,A5,Dove,3,10,30,1809
sales,05-Jan-23,C5,A6,Medimix,10,10,100,1785
sales,05-Jan-23,C6,A1,Hamam,7,10,70,1773
sales,05-Jan-23,C6,A2,LUX,2,10,20,1772
sales,05-Jan-23,C6,A3,Park Avenue,2,10,20,1773
sales,05-Jan-23,C6,A4,Cinthol,4,10,40,1779
sales,05-Jan-23,C6,A5,Dove,1,10,10,1808
sales,05-Jan-23,C6,A6,Medimix,7,10,70,1778
sales,05-Jan-23,C7,A1,Hamam,7,10,70,1766
sales,05-Jan-23,C7,A2,LUX,3,10,30,1769
sales,05-Jan-23,C7,A3,Park Avenue,1,10,10,1772
sales,05-Jan-23,C7,A4,Cinthol,10,10,100,1769
sales,05-Jan-23,C7,A5,Dove,3,10,30,1805
sales,05-Jan-23,C7,A6,Medimix,1,10,10,1777
sales,05-Jan-23,C8,A1,Hamam,1,10,10,1765
sales,05-Jan-23,C8,A2,LUX,7,10,70,1762
sales,05-Jan-23,C8,A3,Park Avenue,9,10,90,1763
sales,05-Jan-23,C8,A4,Cinthol,9,10,90,1760
sales,05-Jan-23,C8,A5,Dove,7,10,70,1798
sales,05-Jan-23,C8,A6,Medimix,1,10,10,1776
sales,05-Jan-23,C9,A1,Hamam,3,10,30,1762
sales,05-Jan-23,C9,A2,LUX,6,10,60,1756
sales,05-Jan-23,C9,A3,Park Avenue,8,10,80,1755
sales,05-Jan-23,C9,A4,Cinthol,10,10,100,1750
sales,05-Jan-23,C9,A5,Dove,1,10,10,1797
sales,05-Jan-23,C9,A6,Medimix,2,10,20,1774
sales,06-Jan-23,C1,A1,Hamam,5,10,50,1757
sales,06-Jan-23,C1,A2,LUX,9,10,90,1747
sales,06-Jan-23,C1,A3,Park Avenue,3,10,30,1752
sales,06-Jan-23,C1,A4,Cinthol,6,10,60,1744
sales,06-Jan-23,C1,A5,Dove,10,10,100,1787
sales,06-Jan-23,C1,A6,Medimix,7,10,70,1767
sales,06-Jan-23,C2,A1,Hamam,5,10,50,1752
sales,06-Jan-23,C2,A2,LUX,3,10,30,1744
sales,06-Jan-23,C2,A3,Park Avenue,1,10,10,1751
sales,06-Jan-23,C2,A4,Cinthol,6,10,60,1738
sales,06-Jan-23,C2,A5,Dove,9,10,90,1778
sales,06-Jan-23,C2,A6,Medimix,3,10,30,1764
sales,06-Jan-23,C3,A1,Hamam,3,10,30,1749
sales,06-Jan-23,C3,A2,LUX,5,10,50,1739
sales,06-Jan-23,C3,A3,Park Avenue,1,10,10,1750
sales,06-Jan-23,C3,A4,Cinthol,6,10,60,1732
sales,06-Jan-23,C3,A5,Dove,3,10,30,1775
sales,06-Jan-23,C3,A6,Medimix,7,10,70,1757
sales,06-Jan-23,C4,A1,Hamam,4,10,40,1745
sales,06-Jan-23,C4,A2,LUX,2,10,20,1737
sales,06-Jan-23,C4,A3,Park Avenue,1,10,10,1749
sales,06-Jan-23,C4,A4,Cinthol,5,10,50,1727
sales,06-Jan-23,C4,A5,Dove,9,10,90,1766
sales,06-Jan-23,C4,A6,Medimix,6,10,60,1751
sales,06-Jan-23,C5,A1,Hamam,8,10,80,1737
sales,06-Jan-23,C5,A2,LUX,9,10,90,1728
sales,06-Jan-23,C5,A3,Park Avenue,9,10,90,1740
sales,06-Jan-23,C5,A4,Cinthol,8,10,80,1719
sales,06-Jan-23,C5,A5,Dove,5,10,50,1761
sales,06-Jan-23,C5,A6,Medimix,4,10,40,1747
sales,06-Jan-23,C6,A1,Hamam,10,10,100,1727
sales,06-Jan-23,C6,A2,LUX,4,10,40,1724
sales,06-Jan-23,C6,A3,Park Avenue,9,10,90,1731
sales,06-Jan-23,C6,A4,Cinthol,1,10,10,1718
sales,06-Jan-23,C6,A5,Dove,8,10,80,1753
sales,06-Jan-23,C6,A6,Medimix,9,10,90,1738
sales,06-Jan-23,C7,A1,Hamam,6,10,60,1721
sales,06-Jan-23,C7,A2,LUX,2,10,20,1722
sales,06-Jan-23,C7,A3,Park Avenue,1,10,10,1730
sales,06-Jan-23,C7,A4,Cinthol,1,10,10,1717
sales,06-Jan-23,C7,A5,Dove,10,10,100,1743
sales,06-Jan-23,C7,A6,Medimix,1,10,10,1737
sales,06-Jan-23,C8,A1,Hamam,4,10,40,1717
sales,06-Jan-23,C8,A2,LUX,7,10,70,1715
sales,06-Jan-23,C8,A3,Park Avenue,6,10,60,1724
sales,06-Jan-23,C8,A4,Cinthol,9,10,90,1708
sales,06-Jan-23,C8,A5,Dove,5,10,50,1738
sales,06-Jan-23,C8,A6,Medimix,7,10,70,1730
sales,06-Jan-23,C9,A1,Hamam,4,10,40,1713
sales,06-Jan-23,C9,A2,LUX,7,10,70,1708
sales,06-Jan-23,C9,A3,Park Avenue,7,10,70,1717
sales,06-Jan-23,C9,A4,Cinthol,7,10,70,1701
sales,06-Jan-23,C9,A5,Dove,8,10,80,1730
sales,06-Jan-23,C9,A6,Medimix,4,10,40,1726
sales,07-Jan-23,C1,A1,Hamam,1,10,10,1712
sales,07-Jan-23,C1,A2,LUX,4,10,40,1704
sales,07-Jan-23,C1,A3,Park Avenue,5,10,50,1712
sales,07-Jan-23,C1,A4,Cinthol,10,10,100,1691
sales,07-Jan-23,C1,A5,Dove,4,10,40,1726
sales,07-Jan-23,C1,A6,Medimix,9,10,90,1717
sales,07-Jan-23,C2,A1,Hamam,4,10,40,1708
sales,07-Jan-23,C2,A2,LUX,3,10,30,1701
sales,07-Jan-23,C2,A3,Park Avenue,9,10,90,1703
sales,07-Jan-23,C2,A4,Cinthol,2,10,20,1689
sales,07-Jan-23,C2,A5,Dove,10,10,100,1716
sales,07-Jan-23,C2,A6,Medimix,1,10,10,1716
sales,07-Jan-23,C3,A1,Hamam,7,10,70,1701
sales,07-Jan-23,C3,A2,LUX,9,10,90,1692
sales,07-Jan-23,C3,A3,Park Avenue,8,10,80,1695
sales,07-Jan-23,C3,A4,Cinthol,7,10,70,1682
sales,07-Jan-23,C3,A5,Dove,5,10,50,1711
sales,07-Jan-23,C3,A6,Medimix,7,10,70,1709
sales,07-Jan-23,C4,A1,Hamam,7,10,70,1694
sales,07-Jan-23,C4,A2,LUX,4,10,40,1688
sales,07-Jan-23,C4,A3,Park Avenue,3,10,30,1692
sales,07-Jan-23,C4,A4,Cinthol,1,10,10,1681
sales,07-Jan-23,C4,A5,Dove,10,10,100,1701
sales,07-Jan-23,C4,A6,Medimix,1,10,10,1708
sales,07-Jan-23,C5,A1,Hamam,7,10,70,1687
sales,07-Jan-23,C5,A2,LUX,9,10,90,1679
sales,07-Jan-23,C5,A3,Park Avenue,2,10,20,1690
sales,07-Jan-23,C5,A4,Cinthol,10,10,100,1671
sales,07-Jan-23,C5,A5,Dove,5,10,50,1696
sales,07-Jan-23,C5,A6,Medimix,10,10,100,1698
sales,07-Jan-23,C6,A1,Hamam,10,10,100,1677
sales,07-Jan-23,C6,A2,LUX,1,10,10,1678
sales,07-Jan-23,C6,A3,Park Avenue,7,10,70,1683
sales,07-Jan-23,C6,A4,Cinthol,10,10,100,1661
sales,07-Jan-23,C6,A5,Dove,4,10,40,1692
sales,07-Jan-23,C6,A6,Medimix,3,10,30,1695
sales,07-Jan-23,C7,A1,Hamam,3,10,30,1674
sales,07-Jan-23,C7,A2,LUX,7,10,70,1671
sales,07-Jan-23,C7,A3,Park Avenue,4,10,40,1679
sales,07-Jan-23,C7,A4,Cinthol,4,10,40,1657
sales,07-Jan-23,C7,A5,Dove,8,10,80,1684
sales,07-Jan-23,C7,A6,Medimix,1,10,10,1694
sales,07-Jan-23,C8,A1,Hamam,1,10,10,1673
sales,07-Jan-23,C8,A2,LUX,10,10,100,1661
sales,07-Jan-23,C8,A3,Park Avenue,10,10,100,1669
sales,07-Jan-23,C8,A4,Cinthol,2,10,20,1655
sales,07-Jan-23,C8,A5,Dove,6,10,60,1678
sales,07-Jan-23,C8,A6,Medimix,7,10,70,1687
sales,07-Jan-23,C9,A1,Hamam,3,10,30,1670
sales,07-Jan-23,C9,A2,LUX,3,10,30,1658
sales,07-Jan-23,C9,A3,Park Avenue,1,10,10,1668
sales,07-Jan-23,C9,A4,Cinthol,2,10,20,1653
sales,07-Jan-23,C9,A5,Dove,3,10,30,1675
sales,07-Jan-23,C9,A6,Medimix,9,10,90,1678
sales,08-Jan-23,C1,A1,Hamam,10,10,100,1660
sales,08-Jan-23,C1,A2,LUX,9,10,90,1649
sales,08-Jan-23,C1,A3,Park Avenue,6,10,60,1662
sales,08-Jan-23,C1,A4,Cinthol,8,10,80,1645
sales,08-Jan-23,C1,A5,Dove,2,10,20,1673
sales,08-Jan-23,C1,A6,Medimix,3,10,30,1675
sales,08-Jan-23,C2,A1,Hamam,3,10,30,1657
sales,08-Jan-23,C2,A2,LUX,3,10,30,1646
sales,08-Jan-23,C2,A3,Park Avenue,3,10,30,1659
sales,08-Jan-23,C2,A4,Cinthol,7,10,70,1638
sales,08-Jan-23,C2,A5,Dove,5,10,50,1668
sales,08-Jan-23,C2,A6,Medimix,2,10,20,1673
sales,08-Jan-23,C3,A1,Hamam,10,10,100,1647
sales,08-Jan-23,C3,A2,LUX,10,10,100,1636
sales,08-Jan-23,C3,A3,Park Avenue,1,10,10,1658
sales,08-Jan-23,C3,A4,Cinthol,2,10,20,1636
sales,08-Jan-23,C3,A5,Dove,3,10,30,1665
sales,08-Jan-23,C3,A6,Medimix,6,10,60,1667
sales,08-Jan-23,C4,A1,Hamam,2,10,20,1645
sales,08-Jan-23,C4,A2,LUX,2,10,20,1634
sales,08-Jan-23,C4,A3,Park Avenue,2,10,20,1656
sales,08-Jan-23,C4,A4,Cinthol,7,10,70,1629
sales,08-Jan-23,C4,A5,Dove,1,10,10,1664
sales,08-Jan-23,C4,A6,Medimix,1,10,10,1666
sales,08-Jan-23,C5,A1,Hamam,2,10,20,1643
sales,08-Jan-23,C5,A2,LUX,8,10,80,1626
sales,08-Jan-23,C5,A3,Park Avenue,8,10,80,1648
sales,08-Jan-23,C5,A4,Cinthol,2,10,20,1627
sales,08-Jan-23,C5,A5,Dove,8,10,80,1656
sales,08-Jan-23,C5,A6,Medimix,8,10,80,1658
sales,08-Jan-23,C6,A1,Hamam,5,10,50,1638
sales,08-Jan-23,C6,A2,LUX,1,10,10,1625
sales,08-Jan-23,C6,A3,Park Avenue,8,10,80,1640
sales,08-Jan-23,C6,A4,Cinthol,7,10,70,1620
sales,08-Jan-23,C6,A5,Dove,9,10,90,1647
sales,08-Jan-23,C6,A6,Medimix,1,10,10,1657
sales,08-Jan-23,C7,A1,Hamam,1,10,10,1637
sales,08-Jan-23,C7,A2,LUX,1,10,10,1624
sales,08-Jan-23,C7,A3,Park Avenue,3,10,30,1637
sales,08-Jan-23,C7,A4,Cinthol,5,10,50,1615
sales,08-Jan-23,C7,A5,Dove,10,10,100,1637
sales,08-Jan-23,C7,A6,Medimix,10,10,100,1647
sales,08-Jan-23,C8,A1,Hamam,8,10,80,1629
sales,08-Jan-23,C8,A2,LUX,3,10,30,1621
sales,08-Jan-23,C8,A3,Park Avenue,9,10,90,1628
sales,08-Jan-23,C8,A4,Cinthol,4,10,40,1611
sales,08-Jan-23,C8,A5,Dove,4,10,40,1633
sales,08-Jan-23,C8,A6,Medimix,9,10,90,1638
sales,08-Jan-23,C9,A1,Hamam,7,10,70,1622
sales,08-Jan-23,C9,A2,LUX,4,10,40,1617
sales,08-Jan-23,C9,A3,Park Avenue,5,10,50,1623
sales,08-Jan-23,C9,A4,Cinthol,4,10,40,1607
sales,08-Jan-23,C9,A5,Dove,4,10,40,1629
sales,08-Jan-23,C9,A6,Medimix,5,10,50,1633
sales,09-Jan-23,C1,A1,Hamam,10,10,100,1612
sales,09-Jan-23,C1,A2,LUX,2,10,20,1615
sales,09-Jan-23,C1,A3,Park Avenue,1,10,10,1622
sales,09-Jan-23,C1,A4,Cinthol,10,10,100,1597
sales,09-Jan-23,C1,A5,Dove,9,10,90,1620
sales,09-Jan-23,C1,A6,Medimix,4,10,40,1629
sales,09-Jan-23,C2,A1,Hamam,5,10,50,1607
sales,09-Jan-23,C2,A2,LUX,6,10,60,1609
sales,09-Jan-23,C2,A3,Park Avenue,6,10,60,1616
sales,09-Jan-23,C2,A4,Cinthol,5,10,50,1592
sales,09-Jan-23,C2,A5,Dove,4,10,40,1616
sales,09-Jan-23,C2,A6,Medimix,7,10,70,1622
sales,09-Jan-23,C3,A1,Hamam,10,10,100,1597
sales,09-Jan-23,C3,A2,LUX,10,10,100,1599
